,level_0,index,rating,caption,middle,reviews
460,460,460,1.0,"(Translated by Google) The delivery status has been received by him, but there is no delivery of the package home. Where's my package ??? 😡😤 There is no contact courier / hub office. how do you want to trace this ?? …"," The delivery status has been received by him, but there is no delivery of the package home. Where's my package ??? 😡😤 There is no contact courier / hub office. how do you want to trace this ?? …"," The delivery status has been received by him, but there is no delivery of the package home. Where's my package ??? 😡😤 There is no contact courier / hub office. how do you want to trace this ?? …"
461,461,461,1.0,(Translated by Google) This Is What You Called Express? Packages Stuck Exceeded Days Over Estimated …, This Is What You Called Express? Packages Stuck Exceeded Days Over Estimated …, This Is What You Called Express? Packages Stuck Exceeded Days Over Estimated …
462,462,462,1.0,"(Translated by Google) Estimated date on 19 arrived, this has not arrived from the 15th, how long it has arrived, even though the item you want to use is according to the estimated date, how disappointed is the express, halu, this is it …"," Estimated date on 19 arrived, this has not arrived from the 15th, how long it has arrived, even though the item you want to use is according to the estimated date, how disappointed is the express, halu, this is it …"," Estimated date on 19 arrived, this has not arrived from the 15th, how long it has arrived, even though the item you want to use is according to the estimated date, how disappointed is the express, halu, this is it …"
463,463,463,1.0,,,nan
464,464,464,3.0,"(Translated by Google) It took a long time, God, the package didn't arrive, I checked the receipt with the courier but the delivery failed, even if a courier came or not. …"," It took a long time, God, the package didn't arrive, I checked the receipt with the courier but the delivery failed, even if a courier came or not. …"," It took a long time, God, the package didn't arrive, I checked the receipt with the courier but the delivery failed, even if a courier came or not. …"
465,465,465,5.0,"(Translated by Google) I give a 5 star because for the courier it is good, or the home address is called first, it's not the first time seeing a courier take a car but not a shopee car, for those who give 1 star, let's change the position …"," I give a 5 star because for the courier it is good, or the home address is called first, it's not the first time seeing a courier take a car but not a shopee car, for those who give 1 star, let's change the position …"," I give a 5 star because for the courier it is good, or the home address is called first, it's not the first time seeing a courier take a car but not a shopee car, for those who give 1 star, let's change the position …"
466,466,466,5.0,(Translated by Google) How do you apply for a job here? I want to work as a shoppe courier …, How do you apply for a job here? I want to work as a shoppe courier …, How do you apply for a job here? I want to work as a shoppe courier …
467,467,467,1.0,(Translated by Google) Bad  (Original) Buruk, Bad  (Original, Bad  
468,468,468,1.0,,,nan
469,469,469,1.0,"(Translated by Google) I give you one star, the expedition period which should have been until 13-14 this date has not arrived yet, he said on the street, I waited until this hour yet to arrive either, are the workers professional or not? I …"," I give you one star, the expedition period which should have been until 13-14 this date has not arrived yet, he said on the street, I waited until this hour yet to arrive either, are the workers professional or not? I …"," I give you one star, the expedition period which should have been until 13-14 this date has not arrived yet, he said on the street, I waited until this hour yet to arrive either, are the workers professional or not? I …"
470,470,470,1.0,"(Translated by Google) Sorry bro, how come my package hasn't arrived yet?  (Original) …"," Sorry bro, how come my package hasn't arrived yet?  (Original"," Sorry bro, how come my package hasn't arrived yet?  "
471,471,471,1.0,"(Translated by Google) To make matters worse, my shopee express order was on 12 in the afternoon. 12 o'clock and the store has been sent ... Just when I tracked it down on the 14th to the warehouse in the afternoon ... …"," To make matters worse, my shopee express order was on 12 in the afternoon. 12 o'clock and the store has been sent ... Just when I tracked it down on the 14th to the warehouse in the afternoon ... …"," To make matters worse, my shopee express order was on 12 in the afternoon. 12 o'clock and the store has been sent ... Just when I tracked it down on the 14th to the warehouse in the afternoon ... …"
472,472,472,5.0,,,nan
473,473,473,1.0,"(Translated by Google) The package from April 9 until now has not arrived, the service is bad 😡 …"," The package from April 9 until now has not arrived, the service is bad 😡 …"," The package from April 9 until now has not arrived, the service is bad 😡 …"
474,474,474,1.0,"(Translated by Google) The service is not satisfactory ... the recipient of the shipment for special conditions, if it doesn't come in, it doesn't want to accept the shipment ... so accept sending the goods at will he wants …"," The service is not satisfactory ... the recipient of the shipment for special conditions, if it doesn't come in, it doesn't want to accept the shipment ... so accept sending the goods at will he wants …"," The service is not satisfactory ... the recipient of the shipment for special conditions, if it doesn't come in, it doesn't want to accept the shipment ... so accept sending the goods at will he wants …"
475,475,475,5.0,,,nan
476,476,476,1.0,"(Translated by Google) Why did Shopoe take so long, even though the goods had to come today, and until now no courier has delivered why …"," Why did Shopoe take so long, even though the goods had to come today, and until now no courier has delivered why …"," Why did Shopoe take so long, even though the goods had to come today, and until now no courier has delivered why …"
477,477,477,1.0,,,nan
478,478,478,1.0,"(Translated by Google) It's not worth it if this is a shopee recommendation expedition. My delivery has been stuck for 2 days in DC Bandung, I understand that you are …"," It's not worth it if this is a shopee recommendation expedition. My delivery has been stuck for 2 days in DC Bandung, I understand that you are …"," It's not worth it if this is a shopee recommendation expedition. My delivery has been stuck for 2 days in DC Bandung, I understand that you are …"
479,479,479,1.0,"(Translated by Google) being sent to the address, but it didn't arrive in 2 days, it's really bad …"," being sent to the address, but it didn't arrive in 2 days, it's really bad …"," being sent to the address, but it didn't arrive in 2 days, it's really bad …"
480,480,480,1.0,,,nan
481,481,481,5.0,,,nan
482,482,482,1.0,"(Translated by Google) Why is the status already received? I don't feel like receiving it, the status at 22:32 was received, how do I want the call center hub not to connect. It's a lie until there is a signature …"," Why is the status already received? I don't feel like receiving it, the status at 22:32 was received, how do I want the call center hub not to connect. It's a lie until there is a signature …"," Why is the status already received? I don't feel like receiving it, the status at 22:32 was received, how do I want the call center hub not to connect. It's a lie until there is a signature …"
483,483,483,5.0,,,nan
484,484,484,1.0,(Translated by Google) Lila pisan  (Original) Lila pisan, Lila pisan  (Original, Lila pisan  
485,485,485,2.0,"(Translated by Google) It took a long time to arrive, it should have been in the warehouse, it didn't move :( …"," It took a long time to arrive, it should have been in the warehouse, it didn't move :( …"," It took a long time to arrive, it should have been in the warehouse, it didn't move :"
486,486,486,2.0,(Translated by Google) Shipments fellow bandung now 3 days huh? 😂 Already rich from out of town to Bandung😊 …, Shipments fellow bandung now 3 days huh? 😂 Already rich from out of town to Bandung😊 …, Shipments fellow bandung now 3 days huh? 😂 Already rich from out of town to Bandung😊 …
487,487,487,1.0,(Translated by Google) Fastest delivery won by shopee Express BUT BOONG  (Original) …, Fastest delivery won by shopee Express BUT BOONG  (Original, Fastest delivery won by shopee Express BUT BOONG  
488,488,488,1.0,"(Translated by Google) It's been 4 days or so haven't been sent, really slow isn't there any consistent work, huh? …"," It's been 4 days or so haven't been sent, really slow isn't there any consistent work, huh? …"," It's been 4 days or so haven't been sent, really slow isn't there any consistent work, huh? …"
489,489,489,1.0,,,nan
490,490,490,2.0,"(Translated by Google) Now Shopee Express is really taking a long time, even though my package has been in the warehouse for 4 days. I hope the speed will be further improved …"," Now Shopee Express is really taking a long time, even though my package has been in the warehouse for 4 days. I hope the speed will be further improved …"," Now Shopee Express is really taking a long time, even though my package has been in the warehouse for 4 days. I hope the speed will be further improved …"
491,491,491,1.0,(Translated by Google) Kapok  (Original) Kapok, Kapok  (Original, Kapok  
492,492,492,1.0,"(Translated by Google) My package was stuck in Bandung a week, even though I sent 2 packages, 1 of them arrived, the other one actually stuck for a long time …"," My package was stuck in Bandung a week, even though I sent 2 packages, 1 of them arrived, the other one actually stuck for a long time …"," My package was stuck in Bandung a week, even though I sent 2 packages, 1 of them arrived, the other one actually stuck for a long time …"
493,493,493,1.0,"(Translated by Google) In the information on the 7th item until the estimated date 7 in the package statement has arrived at Bandung, the destination city hub Until now it hasn't arrived until I'm also surprised to see other people's …"," In the information on the 7th item until the estimated date 7 in the package statement has arrived at Bandung, the destination city hub Until now it hasn't arrived until I'm also surprised to see other people's …"," In the information on the 7th item until the estimated date 7 in the package statement has arrived at Bandung, the destination city hub Until now it hasn't arrived until I'm also surprised to see other people's …"
494,494,494,1.0,"(Translated by Google) Wow, when my item was sent, it's been 5 days that it hasn't arrived …"," Wow, when my item was sent, it's been 5 days that it hasn't arrived …"," Wow, when my item was sent, it's been 5 days that it hasn't arrived …"
495,495,495,1.0,"(Translated by Google) If possible, you don't want to give stars, 5 days the goods don't arrive :) Can this report to the shopee or how can I do it? The delivery was not boxed, …"," If possible, you don't want to give stars, 5 days the goods don't arrive :"," If possible, you don't want to give stars, 5 days the goods don't arrive :"
496,496,496,5.0,,,nan
497,497,497,5.0,,,nan
498,498,498,2.0,,,nan
499,499,499,1.0,(Translated by Google) It took so long to arrive  (Original) Lama banget sampe nya, It took so long to arrive  (Original, It took so long to arrive  
500,500,500,1.0,"(Translated by Google) The package I saw at trekking arrived in Bandung on April 2 in the recipient city, until now on the 6th the package is still silent, the Gusang Bandung doesn't move at all, is that what Shopee Express works for, which …"," The package I saw at trekking arrived in Bandung on April 2 in the recipient city, until now on the 6th the package is still silent, the Gusang Bandung doesn't move at all, is that what Shopee Express works for, which …"," The package I saw at trekking arrived in Bandung on April 2 in the recipient city, until now on the 6th the package is still silent, the Gusang Bandung doesn't move at all, is that what Shopee Express works for, which …"
501,501,501,1.0,"(Translated by Google) Buying the package arrived for a long time, not according to estimates …"," Buying the package arrived for a long time, not according to estimates …"," Buying the package arrived for a long time, not according to estimates …"
502,502,502,1.0,,,nan
503,503,503,3.0,"(Translated by Google) Want to ask, can you send the package here?  (Original) …"," Want to ask, can you send the package here?  (Original"," Want to ask, can you send the package here?  "
504,504,504,1.0,"(Translated by Google) Very slow for delivery from Jakarta, Bandung, from April 2, April 6, samples have not arrived yet. Even though on April 4, the status of my package was already in Bandung, the warehouse hub. Yes, Kircon Pajajaran 2 …"," Very slow for delivery from Jakarta, Bandung, from April 2, April 6, samples have not arrived yet. Even though on April 4, the status of my package was already in Bandung, the warehouse hub. Yes, Kircon Pajajaran 2 …"," Very slow for delivery from Jakarta, Bandung, from April 2, April 6, samples have not arrived yet. Even though on April 4, the status of my package was already in Bandung, the warehouse hub. Yes, Kircon Pajajaran 2 …"
505,505,505,1.0,"(Translated by Google) Shop at Shopee if sent by Shopee Express, it's better to cancel a really old dog from Bandung to Bandung for 5 days, right? But people need an estimated 2 days like tai, it's better to go straight to the shop tai tai …"," Shop at Shopee if sent by Shopee Express, it's better to cancel a really old dog from Bandung to Bandung for 5 days, right? But people need an estimated 2 days like tai, it's better to go straight to the shop tai tai …"," Shop at Shopee if sent by Shopee Express, it's better to cancel a really old dog from Bandung to Bandung for 5 days, right? But people need an estimated 2 days like tai, it's better to go straight to the shop tai tai …"
506,506,506,1.0,"(Translated by Google) My package should have arrived on the 3rd now on the 6th of April, not yet, until I still stay at the warehouse in Bandung Hub …"," My package should have arrived on the 3rd now on the 6th of April, not yet, until I still stay at the warehouse in Bandung Hub …"," My package should have arrived on the 3rd now on the 6th of April, not yet, until I still stay at the warehouse in Bandung Hub …"
507,507,507,1.0,,,nan
508,508,508,1.0,,,nan
509,509,509,1.0,"(Translated by Google) Not a recommendation for Jakarta Bandung for more than 4 chaotic days. If you want a business, use this to run away …"," Not a recommendation for Jakarta Bandung for more than 4 chaotic days. If you want a business, use this to run away …"," Not a recommendation for Jakarta Bandung for more than 4 chaotic days. If you want a business, use this to run away …"
510,510,510,5.0,,,nan
511,511,511,1.0,(Translated by Google) ALL CALL CENTERS GA CAN BE CONTACTED. DELIVERY VERY LONG THE GA SAMPE2 EXCEEDS ESTIMATED. …, ALL CALL CENTERS GA CAN BE CONTACTED. DELIVERY VERY LONG THE GA SAMPE2 EXCEEDS ESTIMATED. …, ALL CALL CENTERS GA CAN BE CONTACTED. DELIVERY VERY LONG THE GA SAMPE2 EXCEEDS ESTIMATED. …
512,512,512,1.0,(Translated by Google) But it took a long time to send from Bandung  (Original) …, But it took a long time to send from Bandung  (Original, But it took a long time to send from Bandung  
513,513,513,5.0,(Translated by Google) One of the places for expediting goods in one of the marketplaces is the Shopee Express …, One of the places for expediting goods in one of the marketplaces is the Shopee Express …, One of the places for expediting goods in one of the marketplaces is the Shopee Express …
514,514,514,1.0,"(Translated by Google) What do you mean? I saw at STTS, morning 9 hours again on the way to the location, but until the mlm didn't arrive, or call, gt asked for the address, or what, suddenly changed delivery failed ... it's been 3 days …"," What do you mean? I saw at STTS, morning 9 hours again on the way to the location, but until the mlm didn't arrive, or call, gt asked for the address, or what, suddenly changed delivery failed ... it's been 3 days …"," What do you mean? I saw at STTS, morning 9 hours again on the way to the location, but until the mlm didn't arrive, or call, gt asked for the address, or what, suddenly changed delivery failed ... it's been 3 days …"
515,515,515,1.0,"(Translated by Google) Those who are rich want to compete in Jnt class and as soon as possible, don't dream of it, Jakarta, Bandung, only 2 days doesn't make snails eXPress. How not to be slow and not humanize, the package incentive is to …"," Those who are rich want to compete in Jnt class and as soon as possible, don't dream of it, Jakarta, Bandung, only 2 days doesn't make snails eXPress. How not to be slow and not humanize, the package incentive is to …"," Those who are rich want to compete in Jnt class and as soon as possible, don't dream of it, Jakarta, Bandung, only 2 days doesn't make snails eXPress. How not to be slow and not humanize, the package incentive is to …"
516,516,516,5.0,,,nan
517,517,517,5.0,(Translated by Google) The staff and employees are fast  (Original) …, The staff and employees are fast  (Original, The staff and employees are fast  
518,518,518,1.0,"(Translated by Google) The status of the package was received, even though there was no package delivered to my home address .. So where do I get my package ??? How come the Shopee Express is like this …"," The status of the package was received, even though there was no package delivered to my home address .. So where do I get my package ??? How come the Shopee Express is like this …"," The status of the package was received, even though there was no package delivered to my home address .. So where do I get my package ??? How come the Shopee Express is like this …"
519,519,519,1.0,"(Translated by Google) A very bad courier, irresponsible, and unsecured, the name of the courier is Dasep Mulyadi on the Bandung city route, please not be hired, impolite and irresponsible. impolite and not good service, very disappointed. …"," A very bad courier, irresponsible, and unsecured, the name of the courier is Dasep Mulyadi on the Bandung city route, please not be hired, impolite and irresponsible. impolite and not good service, very disappointed. …"," A very bad courier, irresponsible, and unsecured, the name of the courier is Dasep Mulyadi on the Bandung city route, please not be hired, impolite and irresponsible. impolite and not good service, very disappointed. …"
520,520,520,1.0,"(Translated by Google) My package didn't arrive, exceeded the estimated delivery limit and there was no notification of any calls or anything, I was disappointed with the Shopee expedition. …"," My package didn't arrive, exceeded the estimated delivery limit and there was no notification of any calls or anything, I was disappointed with the Shopee expedition. …"," My package didn't arrive, exceeded the estimated delivery limit and there was no notification of any calls or anything, I was disappointed with the Shopee expedition. …"
521,521,521,1.0,"(Translated by Google) Bandung Tasik how come it arrived 3 days huh? Not yet another pick-up is 1 day hehe, it's not like other expeditions that transit to the Java area just arrived 1-2 days. It's not that heavy, it's the same name as …"," Bandung Tasik how come it arrived 3 days huh? Not yet another pick-up is 1 day hehe, it's not like other expeditions that transit to the Java area just arrived 1-2 days. It's not that heavy, it's the same name as …"," Bandung Tasik how come it arrived 3 days huh? Not yet another pick-up is 1 day hehe, it's not like other expeditions that transit to the Java area just arrived 1-2 days. It's not that heavy, it's the same name as …"
522,522,522,5.0,(Translated by Google) Great steady  (Original) Mantap mantap, Great steady  (Original, Great steady  
523,523,523,5.0,,,nan
524,524,524,2.0,,,nan
525,525,525,5.0,,,nan
526,526,526,1.0,"(Translated by Google) From 9 am the statement said the package was on the way to your place ""8pm Delivery failed"" don't know the address or what? My address is very clear and easy to reach across Indomerite, …"," From 9 am the statement said the package was on the way to your place ""8pm Delivery failed"" don't know the address or what? My address is very clear and easy to reach across Indomerite, …"," From 9 am the statement said the package was on the way to your place ""8pm Delivery failed"" don't know the address or what? My address is very clear and easy to reach across Indomerite, …"
527,527,527,1.0,"(Translated by Google) ""Estimated 2-3 items to arrive""  the sentence above is a hoax. …"," ""Estimated 2-3 items to arrive""  the sentence above is a hoax. …"," ""Estimated 2-3 items to arrive""  the sentence above is a hoax. …"
528,528,528,5.0,(Translated by Google) Always success  (Original) Sukses selalu, Always success  (Original, Always success  
529,529,529,1.0,,,nan
530,530,530,3.0,"(Translated by Google) Another expedition bdg a day until now, only 3 days until the package warehouse. …"," Another expedition bdg a day until now, only 3 days until the package warehouse. …"," Another expedition bdg a day until now, only 3 days until the package warehouse. …"
531,531,531,1.0,(Translated by Google) Njing saria nariat gawe teu koplok brg urg 2 poe teu nepi2 pdhl sarua bdg .. maenya ti jakatta wae 1 poe nepi ieu ti bandung keneh nepi 2 poe rek k 3 poe teu nepi2 .. sedeng .. …, Njing saria nariat gawe teu koplok brg urg 2 poe teu nepi2 pdhl sarua bdg .. maenya ti jakatta wae 1 poe nepi ieu ti bandung keneh nepi 2 poe rek k 3 poe teu nepi2 .. sedeng .. …, Njing saria nariat gawe teu koplok brg urg 2 poe teu nepi2 pdhl sarua bdg .. maenya ti jakatta wae 1 poe nepi ieu ti bandung keneh nepi 2 poe rek k 3 poe teu nepi2 .. sedeng .. …
532,532,532,5.0,,,nan
533,533,533,1.0,"(Translated by Google) The delivery is fast, the expedition can be competitive, the delivery between cities is only 1 day …"," The delivery is fast, the expedition can be competitive, the delivery between cities is only 1 day …"," The delivery is fast, the expedition can be competitive, the delivery between cities is only 1 day …"
534,534,534,1.0,"(Translated by Google) Sending the package home, I said wait a moment (wearing a headscarf). The package was immediately thrown and the courier just walked away .. Worse. !!! …"," Sending the package home, I said wait a moment (wearing a headscarf"," Sending the package home, I said wait a moment "
535,535,535,1.0,"(Translated by Google) Very bad trowel, irresponsible, and not trustworthy, the name is riandy alfauzi cikalong path, please don't work …"," Very bad trowel, irresponsible, and not trustworthy, the name is riandy alfauzi cikalong path, please don't work …"," Very bad trowel, irresponsible, and not trustworthy, the name is riandy alfauzi cikalong path, please don't work …"
536,536,536,1.0,"(Translated by Google) Even though the delivery is 1 city, but it feels like shipping from abroad, hahaha. …"," Even though the delivery is 1 city, but it feels like shipping from abroad, hahaha. …"," Even though the delivery is 1 city, but it feels like shipping from abroad, hahaha. …"
537,537,537,1.0,(Translated by Google) Please be more humane for those who will be interviewed provided a chair. …, Please be more humane for those who will be interviewed provided a chair. …, Please be more humane for those who will be interviewed provided a chair. …
538,538,538,5.0,,,nan
539,539,539,1.0,"(Translated by Google) Lam bgttt, I don't like it 😭😭 want to cry waiting for it …"," Lam bgttt, I don't like it 😭😭 want to cry waiting for it …"," Lam bgttt, I don't like it 😭😭 want to cry waiting for it …"
540,540,540,1.0,,,nan
541,541,541,1.0,"(Translated by Google) It's not clear from Bandung to Garut it's been rich abroad it's been a long time to call the warehouse, there isn't any. How do I want to ask for stuff, I see the receipt isn't clear …"," It's not clear from Bandung to Garut it's been rich abroad it's been a long time to call the warehouse, there isn't any. How do I want to ask for stuff, I see the receipt isn't clear …"," It's not clear from Bandung to Garut it's been rich abroad it's been a long time to call the warehouse, there isn't any. How do I want to ask for stuff, I see the receipt isn't clear …"
542,542,542,1.0,(Translated by Google) The delivery takes a long time from jkt-bandung to ship from outside the island for 4 days …, The delivery takes a long time from jkt-bandung to ship from outside the island for 4 days …, The delivery takes a long time from jkt-bandung to ship from outside the island for 4 days …
543,543,543,4.0,(Translated by Google) * As promised ... I updated and I updated the rating . . …, * As promised ... I updated and I updated the rating . . …, * As promised ... I updated and I updated the rating . . …
544,544,544,1.0,"(Translated by Google) is this the intention of the company? sending it for a long time, if you don't have the courage to compete, don't start the company. next time, change the name to shopee slow all spread casually ..... …"," is this the intention of the company? sending it for a long time, if you don't have the courage to compete, don't start the company. next time, change the name to shopee slow all spread casually ..... …"," is this the intention of the company? sending it for a long time, if you don't have the courage to compete, don't start the company. next time, change the name to shopee slow all spread casually ..... …"
545,545,545,1.0,"(Translated by Google) It's really bad, the item is written, it's already received but the club is not at home, who can accept it too or cs it's not really dangerous, shopee buy-buy but mace …"," It's really bad, the item is written, it's already received but the club is not at home, who can accept it too or cs it's not really dangerous, shopee buy-buy but mace …"," It's really bad, the item is written, it's already received but the club is not at home, who can accept it too or cs it's not really dangerous, shopee buy-buy but mace …"
546,546,546,1.0,"(Translated by Google) Geez, this expedition was carried by a courier from 8 in the morning with the status of send to address until now not until now even though it is the same as the city of Bandung, it's only natural that the rating is …"," Geez, this expedition was carried by a courier from 8 in the morning with the status of send to address until now not until now even though it is the same as the city of Bandung, it's only natural that the rating is …"," Geez, this expedition was carried by a courier from 8 in the morning with the status of send to address until now not until now even though it is the same as the city of Bandung, it's only natural that the rating is …"
547,547,547,1.0,"(Translated by Google) Where is my package 2 still, the period of Sidoarjo-Bandung for 2 days doesn't seem strange …"," Where is my package 2 still, the period of Sidoarjo-Bandung for 2 days doesn't seem strange …"," Where is my package 2 still, the period of Sidoarjo-Bandung for 2 days doesn't seem strange …"
548,548,548,1.0,"(Translated by Google) give up, give up, really give up using the shopee express bandung …"," give up, give up, really give up using the shopee express bandung …"," give up, give up, really give up using the shopee express bandung …"
549,549,549,1.0,,,nan
550,550,550,1.0,,,nan
551,551,551,1.0,(Translated by Google) The fries work a lot. By aing followed to the morning not up to any of my houses. …, The fries work a lot. By aing followed to the morning not up to any of my houses. …, The fries work a lot. By aing followed to the morning not up to any of my houses. …
552,552,552,1.0,,,nan
553,553,553,1.0,"(Translated by Google) Until now, my goods haven't arrived ... at PHPin, the delivery is high ... the march said it went to the location ... the palace said it failed to be delivered ... I went back to the warehouse in Bandung hub ... and …"," Until now, my goods haven't arrived ... at PHPin, the delivery is high ... the march said it went to the location ... the palace said it failed to be delivered ... I went back to the warehouse in Bandung hub ... and …"," Until now, my goods haven't arrived ... at PHPin, the delivery is high ... the march said it went to the location ... the palace said it failed to be delivered ... I went back to the warehouse in Bandung hub ... and …"
554,554,554,1.0,"(Translated by Google) Oh god, where is my stuff, where do you want to use it again? Shop Shopee Express is really bad …"," Oh god, where is my stuff, where do you want to use it again? Shop Shopee Express is really bad …"," Oh god, where is my stuff, where do you want to use it again? Shop Shopee Express is really bad …"
555,555,555,1.0,"(Translated by Google) There are too many rules for partners, while partner rights have not been fulfilled .. …"," There are too many rules for partners, while partner rights have not been fulfilled .. …"," There are too many rules for partners, while partner rights have not been fulfilled .. …"
556,556,556,1.0,"(Translated by Google) The courier is not clear. Even though it was only 2 minutes from your warehouse to my house, but it took me a long time to send it. …"," The courier is not clear. Even though it was only 2 minutes from your warehouse to my house, but it took me a long time to send it. …"," The courier is not clear. Even though it was only 2 minutes from your warehouse to my house, but it took me a long time to send it. …"
557,557,557,1.0,(Translated by Google) very bad and detrimental  (Original) parah banget dan merugikan, very bad and detrimental  (Original, very bad and detrimental  
558,558,558,5.0,,,nan
559,559,559,1.0,,,nan
560,560,560,1.0,(Translated by Google) It & amp; # 39; s really strange to be close for so long  (Original) Aneh banget dekat lama banget, It & amp; # 39; s really strange to be close for so long  (Original, It & amp; # 39; s really strange to be close for so long  
561,561,561,1.0,"(Translated by Google) WOI GOODS IN THE COURIER FAILED TO TRRUS UDA FOR DAYS "", THE DELIVERY WAS VERY BAD …"," WOI GOODS IN THE COURIER FAILED TO TRRUS UDA FOR DAYS "", THE DELIVERY WAS VERY BAD …"," WOI GOODS IN THE COURIER FAILED TO TRRUS UDA FOR DAYS "", THE DELIVERY WAS VERY BAD …"
562,562,562,1.0,"(Translated by Google) severe. in the package statement received at 9:20 pm. but I don't feel like I accept ... Wow, where's the package straying? !! bner2 this is amateur courier phone or something .. hhh ugly …"," severe. in the package statement received at 9:20 pm. but I don't feel like I accept ... Wow, where's the package straying? !! bner2 this is amateur courier phone or something .. hhh ugly …"," severe. in the package statement received at 9:20 pm. but I don't feel like I accept ... Wow, where's the package straying? !! bner2 this is amateur courier phone or something .. hhh ugly …"
563,563,563,1.0,(Translated by Google) Will the crow do not?  (Original) Barisa gadag teu?, Will the crow do not?  (Original, Will the crow do not?  
564,564,564,1.0,"(Translated by Google) I have accepted the status, but I have not received it. I was at home where I was, I checked CCTV too, there was no package from the express shopee .. bad! …"," I have accepted the status, but I have not received it. I was at home where I was, I checked CCTV too, there was no package from the express shopee .. bad! …"," I have accepted the status, but I have not received it. I was at home where I was, I checked CCTV too, there was no package from the express shopee .. bad! …"
565,565,565,1.0,,,nan
566,566,566,1.0,"(Translated by Google) very very bad expedition. tired I wait for my package. where is there no customer service number. I accidentally pressed Shopee Express, because I usually use Jnt. really crazy from 3rd to 9th now it didn't arrive. …"," very very bad expedition. tired I wait for my package. where is there no customer service number. I accidentally pressed Shopee Express, because I usually use Jnt. really crazy from 3rd to 9th now it didn't arrive. …"," very very bad expedition. tired I wait for my package. where is there no customer service number. I accidentally pressed Shopee Express, because I usually use Jnt. really crazy from 3rd to 9th now it didn't arrive. …"
567,567,567,1.0,"(Translated by Google) Woyyy fake tracking the item has been received, PADAHAL GA NYAMPE !!!! Signed fake again !! please the correct one when transferring goods DO NOT DISAPPOINTED, where is the item where it can't be traced anyway, …"," Woyyy fake tracking the item has been received, PADAHAL GA NYAMPE !!!! Signed fake again !! please the correct one when transferring goods DO NOT DISAPPOINTED, where is the item where it can't be traced anyway, …"," Woyyy fake tracking the item has been received, PADAHAL GA NYAMPE !!!! Signed fake again !! please the correct one when transferring goods DO NOT DISAPPOINTED, where is the item where it can't be traced anyway, …"
568,568,568,5.0,,,nan
569,569,569,1.0,"(Translated by Google) How many times have happened like this, the package has been sent to my location, but it's been taking me a long time …"," How many times have happened like this, the package has been sent to my location, but it's been taking me a long time …"," How many times have happened like this, the package has been sent to my location, but it's been taking me a long time …"
570,570,570,5.0,Ok,,Ok
571,571,571,2.0,"(Translated by Google) How come, how come my package doesn't arrive ""even though the estimate is on the 3rd, it's been waiting for a few days, even though it says it failed to be delivered ... where do I really need more items 😭😭 if I …"," How come, how come my package doesn't arrive ""even though the estimate is on the 3rd, it's been waiting for a few days, even though it says it failed to be delivered ... where do I really need more items 😭😭 if I …"," How come, how come my package doesn't arrive ""even though the estimate is on the 3rd, it's been waiting for a few days, even though it says it failed to be delivered ... where do I really need more items 😭😭 if I …"
572,572,572,1.0,"(Translated by Google) Slow pisan euy .. 2 times from Bandung is very late, slower than economic expeditions, even those from abroad can be fast if from Bandung, don't need to go to SE …"," Slow pisan euy .. 2 times from Bandung is very late, slower than economic expeditions, even those from abroad can be fast if from Bandung, don't need to go to SE …"," Slow pisan euy .. 2 times from Bandung is very late, slower than economic expeditions, even those from abroad can be fast if from Bandung, don't need to go to SE …"
573,573,573,5.0,,,nan
574,574,574,1.0,(Translated by Google) delivery like snails. between Bandung it & amp; # 39; s just 4 days arrived. information continues to fail .. it's only been a year don't arrive. ... …, delivery like snails. between Bandung it & amp; # 39; s just 4 days arrived. information continues to fail .. it's only been a year don't arrive. ... …, delivery like snails. between Bandung it & amp; # 39; s just 4 days arrived. information continues to fail .. it's only been a year don't arrive. ... …
575,575,575,1.0,(Translated by Google) The name is exspres but in fact it is like a snail  (Original) …, The name is exspres but in fact it is like a snail  (Original, The name is exspres but in fact it is like a snail  
576,576,576,1.0,"(Translated by Google) If you know from the beginning, it's better to use another delivery service. It's been 1 week my order has not been received, even though the estimate was only on the 4th yesterday it arrived. …"," If you know from the beginning, it's better to use another delivery service. It's been 1 week my order has not been received, even though the estimate was only on the 4th yesterday it arrived. …"," If you know from the beginning, it's better to use another delivery service. It's been 1 week my order has not been received, even though the estimate was only on the 4th yesterday it arrived. …"
577,577,577,1.0,"(Translated by Google) Not recommended, delivery from Bandung to Bandung has taken a long time. This is the first time I use the delivery service, I'm disappointed, no longer. …"," Not recommended, delivery from Bandung to Bandung has taken a long time. This is the first time I use the delivery service, I'm disappointed, no longer. …"," Not recommended, delivery from Bandung to Bandung has taken a long time. This is the first time I use the delivery service, I'm disappointed, no longer. …"
578,578,578,1.0,"(Translated by Google) bad service, sending packages from Bandung to Bandung just took a long time …"," bad service, sending packages from Bandung to Bandung just took a long time …"," bad service, sending packages from Bandung to Bandung just took a long time …"
579,579,579,1.0,"(Translated by Google) Najisss too amy ""I used to use shopee EXPRESS for a long time, it's really Bagong, I don't want to use shopee EXPRESS anymore so ahhh employees are all Dajjal's children …"," Najisss too amy ""I used to use shopee EXPRESS for a long time, it's really Bagong, I don't want to use shopee EXPRESS anymore so ahhh employees are all Dajjal's children …"," Najisss too amy ""I used to use shopee EXPRESS for a long time, it's really Bagong, I don't want to use shopee EXPRESS anymore so ahhh employees are all Dajjal's children …"
